Mod:Item:MetaData, Localized Name
ebwizardry:wizard_robe_healing, Healer Robes
ebwizardry:wizard_leggings_healing, Healer Leggings
ebwizardry:wizard_boots_healing, Healer Boots
ebwizardry:sage_hat, Sage Hat
ebwizardry:sage_robe, Sage Robes
ebwizardry:sage_leggings, Sage Leggings
ebwizardry:sage_boots, Sage Boots
ebwizardry:sage_hat_fire, Pyromancer Sage Hat
ebwizardry:sage_robe_fire, Pyromancer Sage Robes
ebwizardry:sage_leggings_fire, Pyromancer Sage Leggings
ebwizardry:sage_boots_fire, Pyromancer Sage Boots
ebwizardry:sage_hat_ice, Ice Sage Hat
ebwizardry:sage_robe_ice, Ice Sage Robes
ebwizardry:sage_leggings_ice, Ice Sage Leggings
ebwizardry:sage_boots_ice, Ice Sage Boots
ebwizardry:sage_hat_lightning, Storm Sage Hat
ebwizardry:sage_robe_lightning, Storm Sage Robes
ebwizardry:sage_leggings_lightning, Storm Sage Leggings
ebwizardry:sage_boots_lightning, Storm Sage Boots
ebwizardry:sage_hat_necromancy, Necromancer Sage Hat
ebwizardry:sage_robe_necromancy, Necromancer Sage Robes
ebwizardry:sage_leggings_necromancy, Necromancer Sage Leggings
ebwizardry:sage_boots_necromancy, Necromancer Sage Boots
ebwizardry:sage_hat_earth, Earth Sage Hat
ebwizardry:sage_robe_earth, Earth Sage Robes
ebwizardry:sage_leggings_earth, Earth Sage Leggings
ebwizardry:sage_boots_earth, Earth Sage Boots
ebwizardry:sage_hat_sorcery, Sorcerer Sage Hat
ebwizardry:sage_robe_sorcery, Sorcerer Sage Robes
ebwizardry:sage_leggings_sorcery, Sorcerer Sage Leggings
ebwizardry:sage_boots_sorcery, Sorcerer Sage Boots
ebwizardry:sage_hat_healing, Healer Sage Hat
ebwizardry:sage_robe_healing, Healer Sage Robes
ebwizardry:sage_leggings_healing, Healer Sage Leggings
ebwizardry:sage_boots_healing, Healer Sage Boots
ebwizardry:battlemage_helmet, Battlemage Helmet
ebwizardry:battlemage_chestplate, Battlemage Chestplate
ebwizardry:battlemage_leggings, Battlemage Leggings
ebwizardry:battlemage_boots, Battlemage Boots
ebwizardry:battlemage_helmet_fire, Pyromancer Battlemage Helmet
ebwizardry:battlemage_chestplate_fire, Pyromancer Battlemage Chestplate
ebwizardry:battlemage_leggings_fire, Pyromancer Battlemage Leggings
ebwizardry:battlemage_boots_fire, Pyromancer Battlemage Boots
ebwizardry:battlemage_helmet_ice, Ice Battlemage Helmet
ebwizardry:battlemage_chestplate_ice, Ice Battlemage Chestplate
ebwizardry:battlemage_leggings_ice, Ice Battlemage Leggings
ebwizardry:battlemage_boots_ice, Ice Battlemage Boots
ebwizardry:battlemage_helmet_lightning, Storm Battlemage Helmet
ebwizardry:battlemage_chestplate_lightning, Storm Battlemage Chestplate
ebwizardry:battlemage_leggings_lightning, Storm Battlemage Leggings
ebwizardry:battlemage_boots_lightning, Storm Battlemage Boots
ebwizardry:battlemage_helmet_necromancy, Necromancer Battlemage Helmet
ebwizardry:battlemage_chestplate_necromancy, Necromancer Battlemage Chestplate
ebwizardry:battlemage_leggings_necromancy, Necromancer Battlemage Leggings
ebwizardry:battlemage_boots_necromancy, Necromancer Battlemage Boots
ebwizardry:battlemage_helmet_earth, Earth Battlemage Helmet
ebwizardry:battlemage_chestplate_earth, Earth Battlemage Chestplate
ebwizardry:battlemage_leggings_earth, Earth Battlemage Leggings
ebwizardry:battlemage_boots_earth, Earth Battlemage Boots
ebwizardry:battlemage_helmet_sorcery, Sorcerer Battlemage Helmet
ebwizardry:battlemage_chestplate_sorcery, Sorcerer Battlemage Chestplate
ebwizardry:battlemage_leggings_sorcery, Sorcerer Battlemage Leggings
ebwizardry:battlemage_boots_sorcery, Sorcerer Battlemage Boots
ebwizardry:battlemage_helmet_healing, Healer Battlemage Helmet
ebwizardry:battlemage_chestplate_healing, Healer Battlemage Chestplate
ebwizardry:battlemage_leggings_healing, Healer Battlemage Leggings
ebwizardry:battlemage_boots_healing, Healer Battlemage Boots
ebwizardry:warlock_hood, Warlock Hood
ebwizardry:warlock_robe, Warlock Robes
ebwizardry:warlock_leggings, Warlock Leggings
ebwizardry:warlock_boots, Warlock Boots
ebwizardry:warlock_hood_fire, Pyromancer Warlock Hood
ebwizardry:warlock_robe_fire, Pyromancer Warlock Robes
ebwizardry:warlock_leggings_fire, Pyromancer Warlock Leggings
ebwizardry:warlock_boots_fire, Pyromancer Warlock Boots
ebwizardry:warlock_hood_ice, Ice Warlock Hood
ebwizardry:warlock_robe_ice, Ice Warlock Robes
ebwizardry:warlock_leggings_ice, Ice Warlock Leggings
ebwizardry:warlock_boots_ice, Ice Warlock Boots
ebwizardry:warlock_hood_lightning, Storm Warlock Hood
ebwizardry:warlock_robe_lightning, Storm Warlock Robes
ebwizardry:warlock_leggings_lightning, Storm Warlock Leggings
ebwizardry:warlock_boots_lightning, Storm Warlock Boots
ebwizardry:warlock_hood_necromancy, Necromancer Warlock Hood
ebwizardry:warlock_robe_necromancy, Necromancer Warlock Robes
ebwizardry:warlock_leggings_necromancy, Necromancer Warlock Leggings
ebwizardry:warlock_boots_necromancy, Necromancer Warlock Boots
ebwizardry:warlock_hood_earth, Earth Warlock Hood
ebwizardry:warlock_robe_earth, Earth Warlock Robes
ebwizardry:warlock_leggings_earth, Earth Warlock Leggings
ebwizardry:warlock_boots_earth, Earth Warlock Boots
ebwizardry:warlock_hood_sorcery, Sorcerer Warlock Hood
ebwizardry:warlock_robe_sorcery, Sorcerer Warlock Robes
ebwizardry:warlock_leggings_sorcery, Sorcerer Warlock Leggings
ebwizardry:warlock_boots_sorcery, Sorcerer Warlock Boots
ebwizardry:warlock_hood_healing, Healer Warlock Hood
ebwizardry:warlock_robe_healing, Healer Warlock Robes
ebwizardry:warlock_leggings_healing, Healer Warlock Leggings
ebwizardry:warlock_boots_healing, Healer Warlock Boots
ebwizardry:spectral_helmet, Spectral Helmet
ebwizardry:spectral_chestplate, Spectral Chestplate
ebwizardry:spectral_leggings, Spectral Leggings
ebwizardry:spectral_boots, Spectral Boots
ebwizardry:lightning_hammer, Lightning Hammer
ebwizardry:flamecatcher, Flamecatcher
ebwizardry:ring_condensing, Ring of Condensing
ebwizardry:ring_siphoning, Ring of Siphoning
ebwizardry:ring_battlemage, Ring of the Battlemage
ebwizardry:ring_combustion, Ring of Combustion
ebwizardry:ring_fire_melee, Ring of Fiery Touch
ebwizardry:ring_fire_biome, Ring of the Desert Sun
ebwizardry:ring_disintegration, Ring of Searing Embers
ebwizardry:ring_meteor, Ring of Volthraa
ebwizardry:ring_ice_melee, Ring of Icy Touch
ebwizardry:ring_ice_biome, Ring of Glaciation
ebwizardry:ring_arcane_frost, Ring of Arcane Frost
ebwizardry:ring_shattering, Ring of Shattering
ebwizardry:ring_lightning_melee, Ring of Chaining
ebwizardry:ring_storm, Ring of the Gathering Storm
ebwizardry:ring_seeking, Ring of Attraction
ebwizardry:ring_hammer, Ring of Thalek the Almighty
ebwizardry:ring_stormcloud, Lokenzen's Ring
ebwizardry:ring_soulbinding, Soulwalker's Ring
ebwizardry:ring_leeching, Ring of Leeching
ebwizardry:ring_necromancy_melee, Ring of Necrotic Touch
ebwizardry:ring_mind_control, Ring of the Psychic
ebwizardry:ring_poison, Serpentine Ring
ebwizardry:ring_earth_melee, Ring of Venomous Touch
ebwizardry:ring_earth_biome, Dryad's Ring
ebwizardry:ring_full_moon, Ring of the Howling Wolf
ebwizardry:ring_evoker, Evoker's Ring
ebwizardry:ring_extraction, Ring of Extraction
ebwizardry:ring_mana_return, Ring of the Perfectionist
ebwizardry:ring_blockwrangler, Blockwrangler's Ring
ebwizardry:ring_conjurer, Conjurer's Ring
ebwizardry:ring_defender, Ring of the Defender
ebwizardry:ring_paladin, Paladin's Ring
ebwizardry:ring_interdiction, Ring of Interdiction
ebwizardry:amulet_arcane_defence, Amulet of Arcane Defense
ebwizardry:amulet_warding, Amulet of Warding
ebwizardry:amulet_wisdom, Amulet of Wisdom
ebwizardry:amulet_fire_protection, Flamefast Amulet
ebwizardry:amulet_fire_cloaking, Amulet of Cloaking Flame
ebwizardry:amulet_ice_immunity, Permafrost Amulet
ebwizardry:amulet_ice_protection, Frostbound Amulet
ebwizardry:amulet_frost_warding, Amulet of Esundor
ebwizardry:amulet_potential, Amulet of Potential
ebwizardry:amulet_channeling, Amulet of Channeling
ebwizardry:amulet_lich, Amulet of the Lich
ebwizardry:amulet_wither_immunity, Wither Pearl Amulet
ebwizardry:amulet_glide, Windfeather Amulet
ebwizardry:amulet_banishing, Enderbound Amulet
ebwizardry:amulet_anchoring, Amulet of Anchoring
ebwizardry:amulet_recovery, Amulet of Recovery
ebwizardry:amulet_transience, Amulet of Transience
ebwizardry:amulet_resurrection, Amulet of the Immortal
ebwizardry:amulet_auto_shield, Hyeleth's Amulet
ebwizardry:amulet_absorption, Amulet of Vitality
ebwizardry:charm_haggler, Haggler's Sign
ebwizardry:charm_experience_tome, Tome of the Diligent
ebwizardry:charm_move_speed, Icarus Medallion
ebwizardry:charm_spell_discovery, Archivist's Eyeglass
ebwizardry:charm_auto_smelt, Metallurgist's Mark
ebwizardry:charm_lava_walking, Nether Ice Core
ebwizardry:charm_storm, Bottled Thundercloud
ebwizardry:charm_minion_health, Obsidian Zombie Head
ebwizardry:charm_minion_variants, Talisman of Transformation
ebwizardry:charm_undead_helmets, Cursed Helm
ebwizardry:charm_hunger_casting, Demonic Seal
ebwizardry:charm_flight, Emerald Beetle Wing
ebwizardry:charm_growth, Crystal Flower Charm
ebwizardry:charm_abseiling, Enchanted Twine
ebwizardry:charm_silk_touch, Moonstone Orb
ebwizardry:charm_sixth_sense, Dire Wolf Pelt
ebwizardry:charm_stop_time, Peculiar Pocketwatch
ebwizardry:charm_light, Elevinia's Everburning Lantern
ebwizardry:charm_transportation, Ancient Compass
ebwizardry:charm_black_hole, Void Opal
ebwizardry:charm_mount_teleporting, Spectral Tether
ebwizardry:charm_feeding, Bottomless Provisions
arcane_essentials:master_lightning_sword, Master Lightning Sword
arcane_essentials:master_sorcery_sword, Master Sorcery Sword
arcane_essentials:master_nature_sword, Master Earth Sword
arcane_essentials:master_fire_sword, Master Fire Sword
arcane_essentials:master_ice_sword, Master Ice Sword
arcane_essentials:master_healing_sword, Master Healing Sword
arcane_essentials:master_necromancy_sword, Master Necromancy Sword
galacticraftcore:crude_oil_still, Crude Oil
galacticraftcore:bucket_oil, Oil Bucket
galacticraftcore:fuel, Fuel
galacticraftcore:bucket_fuel, Fuel Bucket
galacticraftcore:landing_pad:0, Rocket Launch Pad
galacticraftcore:landing_pad:1, Buggy Fueling Pad
galacticraftcore:landing_pad_full, Rocket Launch Pad
galacticraftcore:unlit_torch, Torch
galacticraftcore:unlit_torch_lit, Torch
galacticraftcore:distributor, Oxygen Bubble Distributor
galacticraftcore:collector, Oxygen Collector
galacticraftcore:oxygen_compressor:0, Oxygen Compressor
galacticraftcore:oxygen_compressor:4, Oxygen Decompressor
galacticraftcore:sealer, Oxygen Sealer
galacticraftcore:oxygen_detector, Oxygen Detector
galacticraftcore:aluminum_wire:0, Aluminum Wire
galacticraftcore:aluminum_wire:1, Heavy Aluminum Wire
galacticraftcore:aluminum_wire:2, Switchable Aluminum Wire
galacticraftcore:aluminum_wire:3, Switchable Heavy Aluminum Wire
galacticraftcore:fluid_pipe, Fluid Pipe
galacticraftcore:fluid_pipe_pull, Fluid Pipe
galacticraftcore:refinery, Refinery
galacticraftcore:fuel_loader, Fuel Loader
galacticraftcore:cargo:0, Cargo Loader
galacticraftcore:cargo:4, Cargo Unloader
galacticraftcore:rocket_workbench, NASA Workbench
galacticraftcore:compact_workbench, Compact NASA Workbench
galacticraftcore:basic_block_core:3, Tin Decoration Block
galacticraftcore:basic_block_core:4, Tin Wall Block
galacticraftcore:basic_block_core:5, Copper Ore
galacticraftcore:basic_block_core:6, Tin Ore
galacticraftcore:basic_block_core:7, Aluminum Ore
galacticraftcore:basic_block_core:8, Silicon Ore
galacticraftcore:basic_block_core:9, Copper Block
galacticraftcore:basic_block_core:10, Block of Tin
galacticraftcore:basic_block_core:11, Aluminum Block
galacticraftcore:basic_block_core:12, Solid Meteoric Iron
galacticraftcore:basic_block_core:13, Silicon Block
galacticraftcore:air_lock_frame:0, Air Lock Frame
galacticraftcore:air_lock_frame:1, Air Lock Controller
galacticraftcore:air_lock_seal, Air Lock Seal
galacticraftcore:space_glass_clear:0, Vacuum Glass (Clear)
galacticraftcore:space_glass_clear:1, Vacuum Glass (Clear)
galacticraftcore:space_glass_vanilla:0, Vacuum Glass
galacticraftcore:space_glass_vanilla:1, Vacuum Glass
galacticraftcore:space_glass_strong:0, Vacuum Glass (Strong)
galacticraftcore:space_glass_strong:1, Vacuum Glass (Strong)
galacticraftcore:magnetic_table, Magnetic Crafting Table
galacticraftcore:enclosed:14, Sealable Aluminum Wire
galacticraftcore:enclosed:15, Sealable Heavy Aluminum Wire
galacticraftcore:enclosed:1, Sealable Fluid Pipe
galacticraftcore:space_station_base, Space Station Arrival Block
galacticraftcore:parachest, Parachest
galacticraftcore:solar:0, Basic Solar Panel
galacticraftcore:solar:4, Advanced Solar Panel
galacticraftcore:dishbase, Communications Dish
galacticraftcore:machine:0, Coal Generator
galacticraftcore:machine:12, Compressor
galacticraftcore:machine2:0, Electric Compressor
galacticraftcore:machine2:4, Circuit Fabricator
galacticraftcore:machine2:8, Oxygen Storage Module
galacticraftcore:machine2:12, Deconstructor
galacticraftcore:machine3:0, Chromatic Applicator
galacticraftcore:machine_tiered:0, Energy Storage Module
galacticraftcore:machine_tiered:4, Electric Furnace
galacticraftcore:machine_tiered:8, Energy Storage Cluster
galacticraftcore:machine_tiered:12, Electric Arc Furnace
galacticraftcore:machine4:0, Advanced Compressor
galacticraftcore:panel_lighting:0, Lighting Panel (Square)
galacticraftcore:panel_lighting:1, Lighting Panel (Spotlight)
galacticraftcore:panel_lighting:2, Lighting Panel (Linear)
galacticraftcore:panel_lighting:3, Lighting Panel (Dark)
galacticraftcore:panel_lighting:4, Lighting Panel (Dark)
galacticraftcore:glowstone_torch, Glowstone Torch
galacticraftcore:fallen_meteor, Fallen Meteor
galacticraftcore:basic_block_moon:0, Copper Ore
galacticraftcore:basic_block_moon:1, Tin Ore
galacticraftcore:basic_block_moon:2, Cheese Ore
galacticraftcore:basic_block_moon:3, Moon Dirt
galacticraftcore:basic_block_moon:4, Moon Rock
galacticraftcore:basic_block_moon:5, Moon Turf
galacticraftcore:basic_block_moon:6, Sapphire Ore
galacticraftcore:basic_block_moon:14, Moon Dungeon Brick
galacticraftcore:cheese, Block of Cheese
galacticraftcore:spin_thruster, Spin Thruster
galacticraftcore:view_screen, Display Screen
galacticraftcore:telemetry, Telemetry Unit
galacticraftcore:arclamp, Arc Lamp
galacticraftcore:treasure_chest, Treasure Chest
galacticraftcore:fluid_tank, Fluid Tank
galacticraftcore:boss_spawner, tile.boss_spawner.name
galacticraftcore:tin_stairs_1, Tin Decoration Stairs
galacticraftcore:tin_stairs_2, Tin Decoration Stairs
galacticraftcore:moon_stairs_stone, Moon Rock Stairs
galacticraftcore:moon_stairs_brick, Moon Dungeon Brick Stairs
galacticraftcore:wall_gc:0, Tin Decoration Wall
galacticraftcore:wall_gc:1, Tin Decoration Wall
galacticraftcore:wall_gc:2, Moon Rock Wall
galacticraftcore:wall_gc:3, Moon Dungeon Brick Wall
galacticraftcore:wall_gc:4, Mars Cobblestone Wall
galacticraftcore:wall_gc:5, Mars Dungeon Brick Wall
galacticraftcore:slab_gc_half:0, Tin Decoration Slab
galacticraftcore:slab_gc_half:1, Tin Decoration Slab
galacticraftcore:slab_gc_half:2, Moon Rock Slab
galacticraftcore:slab_gc_half:3, Moon Dungeon Brick Slab
galacticraftcore:slab_gc_half:4, Mars Cobblestone Slab
galacticraftcore:slab_gc_half:5, Mars Dungeon Brick Slab
galacticraftcore:slab_gc_half:6, Dark Decoration Slab
galacticraftcore:slab_gc_double:0, tile.slab_gc_double.tin_slab_1.name
galacticraftcore:slab_gc_double:1, tile.slab_gc_double.tin_slab_2.name
galacticraftcore:slab_gc_double:2, tile.slab_gc_double.moon_slab.name
galacticraftcore:slab_gc_double:3, tile.slab_gc_double.moon_bricks_slab.name
galacticraftcore:slab_gc_double:4, tile.slab_gc_double.mars_slab.name
galacticraftcore:slab_gc_double:5, tile.slab_gc_double.mars_bricks_slab.name
galacticraftcore:slab_gc_double:6, tile.slab_gc_double.asteroids_slab.name
galacticraftcore:concealed_redstone, Hidden Redstone Wire
galacticraftcore:concealed_repeater_pow, tile.concealed_repeater_pow.name
galacticraftcore:concealed_repeater, Hidden Redstone Repeater
galacticraftcore:concealed_detector, Player Detector
galacticraftcore:platform, Hydraulic Platform
galacticraftcore:emergency_box:0, Emergency Post
galacticraftcore:emergency_box:1, Emergency Post (with Kit)
galacticraftcore:grating, Grating
galacticraftcore:rocket_t1:0, Tier 1 Rocket
galacticraftcore:rocket_t1:1, Tier 1 Rocket
galacticraftcore:rocket_t1:2, Tier 1 Rocket
galacticraftcore:rocket_t1:3, Tier 1 Rocket
galacticraftcore:rocket_t1:4, Tier 1 Rocket
galacticraftcore:oxygen_mask, Oxygen Mask
galacticraftcore:oxygen_gear, Oxygen Gear
galacticraftcore:oxygen_tank_light_full, Light Oxygen Tank
galacticraftcore:oxygen_tank_med_full, Medium Oxygen Tank
galacticraftcore:oxygen_tank_heavy_full, Heavy Oxygen Tank
galacticraftcore:infinite_oxygen, Infinite Oxygen Supply
galacticraftcore:sensor_lens, Sensor Lens
galacticraftcore:sensor_glasses, Sensor Glasses
galacticraftcore:standard_wrench, Standard Wrench
galacticraftcore:steel_pickaxe, Heavy Duty Pickaxe
galacticraftcore:steel_axe, Heavy Duty Axe
galacticraftcore:steel_hoe, Heavy Duty Hoe
galacticraftcore:steel_shovel, Heavy Duty Shovel
galacticraftcore:steel_sword, Heavy Duty Sword
galacticraftcore:steel_helmet, Heavy Duty Helmet
galacticraftcore:steel_chestplate, Heavy Duty Chestplate
galacticraftcore:steel_leggings, Heavy Duty Leggings
galacticraftcore:steel_boots, Heavy Duty Boots
galacticraftcore:canister:0, Tin Canister
galacticraftcore:canister:1, Copper Canister
galacticraftcore:air_vent, Oxygen Vent
galacticraftcore:air_fan, Oxygen Fan
galacticraftcore:oxygen_concentrator, Oxygen Concentrator
galacticraftcore:engine:0, Tier 1 Rocket Engine
galacticraftcore:engine:1, Tier 1 Booster
galacticraftcore:heavy_plating, Heavy-Duty Plate
galacticraftcore:nose_cone, Nose Cone
galacticraftcore:rocket_fins, Rocket Fins
galacticraftcore:steel_pole, Steel Pole
galacticraftcore:canvas, Canvas
galacticraftcore:oil_canister_partial:1001, Empty Canister
galacticraftcore:oil_canister_partial:1, Filled Oil Canister
galacticraftcore:fuel_canister_partial:1, Filled Fuel Canister
galacticraftcore:schematic:0, NASA Workbench Schematic
galacticraftcore:schematic:1, NASA Workbench Schematic
galacticraftcore:key:0, Tier 1 Dungeon Key
galacticraftcore:buggymat:0, Buggy Wheel
galacticraftcore:buggymat:1, Buggy Seat
galacticraftcore:buggymat:2, Buggy Storage Box
galacticraftcore:buggy, Buggy
galacticraftcore:basic_item:0, Single Solar Module
galacticraftcore:basic_item:1, Full Solar Panel
galacticraftcore:basic_item:2, Raw Silicon
galacticraftcore:basic_item:3, Copper Ingot
galacticraftcore:basic_item:4, Tin Ingot
galacticraftcore:basic_item:5, Aluminum Ingot
galacticraftcore:basic_item:6, Compressed Copper
galacticraftcore:basic_item:7, Compressed Tin
galacticraftcore:basic_item:8, Compressed Aluminum
galacticraftcore:basic_item:9, Compressed Steel
galacticraftcore:basic_item:10, Compressed Bronze
galacticraftcore:basic_item:11, Compressed Iron
galacticraftcore:basic_item:12, Blue Solar Wafer
galacticraftcore:basic_item:13, Basic Wafer
galacticraftcore:basic_item:14, Advanced Wafer
galacticraftcore:basic_item:19, Frequency Module
galacticraftcore:basic_item:20, Ambient Thermal Controller
galacticraftcore:food:0, Can of Food
galacticraftcore:food:1, Can of Food
galacticraftcore:food:2, Can of Food
galacticraftcore:food:3, Can of Food
galacticraftcore:food:9, Canned Beef
galacticraftcore:food:4, Cheese Slice
galacticraftcore:food:5, Burger Bun
galacticraftcore:food:6, Ground Beef (Raw)
galacticraftcore:food:7, Beef Patty (Cooked)
galacticraftcore:food:8, Cheeseburger
galacticraftcore:battery, Battery
galacticraftcore:infinite_battery, Infinite Battery
galacticraftcore:meteor_chunk:0, Throwable Meteor Chunk
galacticraftcore:meteor_chunk:1, Throwable Meteor Chunk
galacticraftcore:cheese_curd, Cheese Curd
galacticraftcore:meteoric_iron_raw, Raw Meteoric Iron
galacticraftcore:item_basic_moon:0, Meteoric Iron Ingot
galacticraftcore:item_basic_moon:1, Compressed Meteoric Iron
galacticraftcore:item_basic_moon:2, Lunar Sapphire
galacticraftcore:flag, Flag
galacticraftcore:parachute:0, Parachute
galacticraftcore:parachute:1, Black Parachute
galacticraftcore:parachute:2, Light Blue Parachute
galacticraftcore:parachute:3, Lime Parachute
galacticraftcore:parachute:4, Brown Parachute
galacticraftcore:parachute:5, Blue Parachute
galacticraftcore:parachute:6, Gray Parachute
galacticraftcore:parachute:7, Green Parachute
galacticraftcore:parachute:8, Light Gray Parachute
galacticraftcore:parachute:9, Magenta Parachute
galacticraftcore:parachute:10, Orange Parachute
galacticraftcore:parachute:11, Pink Parachute
galacticraftcore:parachute:12, Purple Parachute
galacticraftcore:parachute:13, Red Parachute
galacticraftcore:parachute:14, Cyan Parachute
galacticraftcore:parachute:15, Yellow Parachute
galacticraftcore:prelaunch_checklist, Pre-Launch Checklist
galacticraftcore:dungeonfinder, Dungeon Locator
galacticraftcore:emergency_kit, Space Emergency Kit
galacticraftcore:ic2compat, item.ic2compat.name
galacticraftplanets:sludge, Sludge
galacticraftplanets:bucket_sludge, Bacterial Sludge Bucket
galacticraftplanets:treasure_t2, Tier 2 Treasure Chest
galacticraftplanets:mars:0, Copper Ore
galacticraftplanets:mars:1, Tin Ore
galacticraftplanets:mars:2, Desh Ore
galacticraftplanets:mars:3, Iron Ore
galacticraftplanets:mars:4, Mars Cobblestone
galacticraftplanets:mars:5, Mars Fine Regolith
galacticraftplanets:mars:6, Mars Regolith
galacticraftplanets:mars:7, Mars Dungeon Brick
galacticraftplanets:mars:8, Block of Desh
galacticraftplanets:mars:9, Mars Stone
galacticraftplanets:cavern_vines, Cavernous Vines
galacticraftplanets:slimeling_egg:0, Red Slimeling Egg
galacticraftplanets:slimeling_egg:1, Blue Slimeling Egg
galacticraftplanets:slimeling_egg:2, Yellow Slimeling Egg
galacticraftplanets:creeper_egg, Creeper Egg
galacticraftplanets:mars_machine:0, Terraformer
galacticraftplanets:mars_machine:4, Cryogenic Chamber
galacticraftplanets:mars_machine:8, Launch Controller
galacticraftplanets:mars_machine_t2:0, Gas Liquefier
galacticraftplanets:mars_machine_t2:4, Methane Synthesizer
galacticraftplanets:mars_machine_t2:8, Water Electrolyzer
galacticraftplanets:boss_spawner_mars, tile.boss_spawner_mars.name
galacticraftplanets:mars_stairs_cobblestone, Mars Cobblestone Stairs
galacticraftplanets:mars_stairs_brick, Mars Dungeon Brick Stairs
galacticraftplanets:carbon_fragments, Fragmented Carbon
galacticraftplanets:item_basic_mars:0, Unrefined Desh
galacticraftplanets:item_basic_mars:1, Desh Stick
galacticraftplanets:item_basic_mars:2, Desh Ingot
galacticraftplanets:item_basic_mars:3, Heavy-Duty Plate
galacticraftplanets:item_basic_mars:4, Slimeling Inventory Bag
galacticraftplanets:item_basic_mars:5, Compressed Desh
galacticraftplanets:item_basic_mars:6, Fluid Manipulator
galacticraftplanets:desh_pick, Desh Pickaxe
galacticraftplanets:desh_pick_slime, Sticky Desh Pickaxe
galacticraftplanets:desh_axe, Desh Axe
galacticraftplanets:desh_hoe, Desh Hoe
galacticraftplanets:desh_spade, Desh Shovel
galacticraftplanets:desh_sword, Desh Sword
galacticraftplanets:desh_helmet, Desh Helmet
galacticraftplanets:desh_chestplate, Desh Chestplate
galacticraftplanets:desh_leggings, Desh Leggings
galacticraftplanets:desh_boots, Desh Boots
galacticraftplanets:rocket_t2:0, Tier 2 Rocket
galacticraftplanets:rocket_t2:1, Tier 2 Rocket
galacticraftplanets:rocket_t2:2, Tier 2 Rocket
galacticraftplanets:rocket_t2:3, Tier 2 Rocket
galacticraftplanets:rocket_t2:4, Tier 2 Rocket
galacticraftplanets:rocket_t2:11, Cargo Rocket
galacticraftplanets:rocket_t2:12, Cargo Rocket
galacticraftplanets:rocket_t2:13, Cargo Rocket
galacticraftplanets:rocket_t2:14, Cargo Rocket
galacticraftplanets:key:0, Tier 2 Dungeon Key
galacticraftplanets:schematic:0, NASA Workbench Schematic
galacticraftplanets:schematic:1, NASA Workbench Schematic
galacticraftplanets:schematic:2, NASA Workbench Schematic
galacticraftplanets:asteroids_block:0, Asteroid Rock
galacticraftplanets:asteroids_block:1, Asteroid Rock
galacticraftplanets:asteroids_block:2, Asteroid Rock
galacticraftplanets:asteroids_block:3, Aluminum Ore
galacticraftplanets:asteroids_block:4, Ilmenite Ore
galacticraftplanets:asteroids_block:5, Iron Ore
galacticraftplanets:asteroids_block:6, Dark Decoration Block
galacticraftplanets:asteroids_block:7, Titanium Block
galacticraftplanets:walkway:0, Walkway
galacticraftplanets:walkway:1, Walkway
galacticraftplanets:walkway:2, Walkway
galacticraftplanets:beam_reflector, Energy Beam Reflector
galacticraftplanets:beam_receiver, Energy Beam Receiver
galacticraftplanets:telepad_short, Short Range Telepad
galacticraftplanets:dense_ice, Dense Ice
galacticraftplanets:miner_base, Astro Miner Base
galacticraftplanets:grapple, Grapple
galacticraftplanets:rocket_t3:0, Tier 3 Rocket
galacticraftplanets:rocket_t3:1, Tier 3 Rocket
galacticraftplanets:rocket_t3:2, Tier 3 Rocket
galacticraftplanets:rocket_t3:3, Tier 3 Rocket
galacticraftplanets:rocket_t3:4, Tier 3 Rocket
galacticraftplanets:astro_miner, Astro Miner
galacticraftplanets:thermal_padding:0, Thermal Padding Helm
galacticraftplanets:thermal_padding:1, Thermal Padding Chestpiece
galacticraftplanets:thermal_padding:2, Thermal Padding Leggings
galacticraftplanets:thermal_padding:3, Thermal Padding Boots
galacticraftplanets:item_basic_asteroids:0, Titanium Ingot
galacticraftplanets:item_basic_asteroids:1, Heavy Rocket Engine
galacticraftplanets:item_basic_asteroids:2, Heavy Rocket Fins
galacticraftplanets:item_basic_asteroids:3, Iron Shard
galacticraftplanets:item_basic_asteroids:4, Titanium Shard
galacticraftplanets:item_basic_asteroids:5, Heavy-Duty Plate
galacticraftplanets:item_basic_asteroids:6, Compressed Titanium
galacticraftplanets:item_basic_asteroids:7, Thermal Cloth
galacticraftplanets:item_basic_asteroids:8, Beam Core
galacticraftplanets:item_basic_asteroids:9, Titanium Dust
galacticraftplanets:methane_canister_partial:1, Filled Methane Gas Canister
galacticraftplanets:canister_partial_lox:1, Filled Canister of Liquid Oxygen
galacticraftplanets:canister_partial_ln2:1, Filled Canister of Liquid Nitrogen
galacticraftplanets:atmospheric_valve, Atmospheric Valve
galacticraftplanets:heavy_nose_cone:0, Heavy Nose Cone
galacticraftplanets:orion_drive, Orion Drive
galacticraftplanets:titanium_helmet, Titanium Helmet
galacticraftplanets:titanium_chestplate, Titanium Chestplate
galacticraftplanets:titanium_leggings, Titanium Leggings
galacticraftplanets:titanium_boots, Titanium Boots
galacticraftplanets:titanium_axe, Titanium Axe
galacticraftplanets:titanium_pickaxe, Titanium Pickaxe
galacticraftplanets:titanium_shovel, Titanium Shovel
galacticraftplanets:titanium_hoe, Titanium Hoe
galacticraftplanets:titanium_sword, Titanium Sword
galacticraftplanets:strange_seed:0, Strange Seed
